Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,EXPRESS CARGO CONV FFV,VAN - CARGO,5.3,8,A4,E,24.2,18.9,21.8,13,349
CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352
CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,E,23,18.1,20.8,14,333
CHEVROLET,EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
CHEVROLET,EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,24.7,19.8,22.5,13,360
CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,24.2,18.9,21.8,13,349
CHEVROLET,HHR FFV,SUV,2.2,4,A4,X,11,7.9,9.6,29,221
CHEVROLET,HHR FFV,SUV,2.2,4,A4,E,14.8,10.6,12.9,22,206
CHEVROLET,HHR FFV,SUV,2.2,4,M5,X,10.5,7.4,9.1,31,209
CHEVROLET,HHR FFV,SUV,2.2,4,M5,E,14.2,10.2,12.4,23,198
CHEVROLET,HHR FFV,SUV,2.4,4,A4,Z,11,8.1,9.7,29,223
CHEVROLET,HHR FFV,SUV,2.4,4,A4,E,15.4,11.2,13.5,21,216
CHEVROLET,HHR FFV,SUV,2.4,4,M5,Z,11.1,7.9,9.6,29,221
CHEVROLET,HHR FFV,SUV,2.4,4,M5,E,14.2,10.4,12.5,23,200
CHEVROLET,HHR PANEL FFV,SUV,2.2,4,A4,X,11,7.9,9.6,29,221
CHEVROLET,HHR PANEL FFV,SUV,2.2,4,A4,E,14.8,10.6,12.9,22,206
CHEVROLET,HHR PANEL FFV,SUV,2.2,4,M5,X,10.5,7.4,9.1,31,209
CHEVROLET,HHR PANEL FFV,SUV,2.2,4,M5,E,14.2,10.2,12.4,23,198
CHEVROLET,HHR PANEL FFV,SUV,2.4,4,A4,Z,11,8.1,9.7,29,223
CHEVROLET,HHR PANEL FFV,SUV,2.4,4,A4,E,15.4,11.2,13.5,21,216
CHEVROLET,HHR PANEL FFV,SUV,2.4,4,M5,Z,11.1,7.9,9.6,29,221
CHEVROLET,HHR PANEL FFV,SUV,2.4,4,M5,E,14.2,10.4,12.5,23,200
CHEVROLET,HHR PANEL TURBO,SUV,2,4,A4,Z,12.2,8.2,10.4,27,239
CHEVROLET,HHR PANEL TURBO,SUV,2,4,M5,Z,11.2,8.1,9.8,29,225
CHEVROLET,HHR TURBO,SUV,2,4,A4,Z,12.2,8.2,10.4,27,239
CHEVROLET,HHR TURBO,SUV,2,4,M5,Z,11.2,8.1,9.8,29,225
CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,14.5,9.6,12.3,23,283
CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,X,12.2,8,10.3,27,237
CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,16.5,10.7,13.9,20,222
CHEVROLET,IMPALA FFV,FULL-SIZE,3.9,6,A4,X,13.5,8.8,11.4,25,262
CHEVROLET,IMPALA FFV,FULL-SIZE,3.9,6,A4,E,18.1,11.9,15.3,18,245
CHEVROLET,MALIBU,MID-SIZE,2.4,4,A4,X,10.9,7.8,9.5,30,219
CHEVROLET,MALIBU,MID-SIZE,2.4,4,AS6,X,10.8,7.1,9.1,31,209
CHEVROLET,MALIBU,MID-SIZE,3.6,6,AS6,X,13.7,9.3,11.7,24,269
CHEVROLET,MALIBU FFV,MID-SIZE,3.5,6,A4,X,12.2,8,10.3,27,237
CHEVROLET,MALIBU FFV,MID-SIZE,3.5,6,A4,E,16.5,10.7,13.9,20,222
CHEVROLET,MALIBU HYBRID,MID-SIZE,2.4,4,A4,X,9.2,7,8.2,34,189
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.7,11.8,14,20,322
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.4,12.5,14.6,19,336
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,11.9,14.2,20,327
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.7,14.1,20,324
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6,8,A6,X,16.8,11.9,14.6,19,336
CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.6,13.3,15.1,19,347
CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13,15.3,18,352
CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.4,12.1,14.5,19,334
CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,11.9,14.4,20,331
CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,6,8,A6,X,17.4,12.1,15,19,345
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,12.5,14.8,19,340
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.4,17,20,14,320
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,11.9,14.4,20,331
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,16,19.5,14,312
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.6,12.7,16.5,17,380
CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,E,24.9,17.3,21.5,13,344
CHEVROLET,SILVERADO 4X4 HYBRID,PICKUP TRUCK - STANDARD,6,8,AV,X,11.9,11.5,11.8,24,271
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,11.8,14.2,20,327
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21,15.7,18.6,15,298
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.7,14.1,20,324
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.1,15.7,19.2,15,307
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,18.8,12.5,16,18,368
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,E,24.1,16.9,20.9,14,334
CHEVROLET,SILVERADO HYBRID,PICKUP TRUCK - STANDARD,6,8,AV,X,11.2,10.9,11,26,253
CHEVROLET,SILVERADO XFE FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.3,14,20,322
CHEVROLET,SILVERADO XFE FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.4,15,18.5,15,296
CHEVROLET,SUBURBAN,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
CHEVROLET,SUBURBAN,SUV,6,8,A6,X,17.3,11.9,14.9,19,343
CHEVROLET,SUBURBAN FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
CHEVROLET,SUBURBAN FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312
CHEVROLET,TAHOE,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
CHEVROLET,TAHOE 4X4 FFV,SUV,5.3,8,A6,X,16.8,11.8,14.5,19,334
CHEVROLET,TAHOE 4X4 FFV,SUV,5.3,8,A6,E,22.8,15.8,19.6,14,314
CHEVROLET,TAHOE 4X4 FFV,SUV,6.2,8,A6,Z,19.6,12.7,16.5,17,380
CHEVROLET,TAHOE 4X4 FFV,SUV,6.2,8,A6,E,24.9,17.3,21.5,13,344
CHEVROLET,TAHOE FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
CHEVROLET,TAHOE FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312
CHEVROLET,TAHOE HYBRID,SUV,6,8,AV,X,11.2,10.9,11,26,253
CHEVROLET,TAHOE HYBRID 4X4,SUV,6,8,AV,X,11.9,11.5,11.8,24,271
CHEVROLET,TAHOE XFE FFV,SUV,5.3,8,A6,X,16,11,13.7,21,315
CHEVROLET,TAHOE XFE FFV,SUV,5.3,8,A6,E,21.1,14.2,18,16,288
CHEVROLET,TRAILBLAZER 4X4,SUV,4.2,6,A4,X,16.9,11.9,14.7,19,338
CHEVROLET,TRAILBLAZER 4X4,SUV,5.3,8,A4,X,16.5,11.7,14.3,20,329
CHEVROLET,TRAILBLAZER AWD,SUV,6,8,A4,Z,20,15.1,17.8,16,409
CHEVROLET,TRAVERSE,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283
CHEVROLET,TRAVERSE AWD,SUV,3.6,6,A6,X,14.7,10.4,12.8,22,294
CHEVROLET,UPLANDER,MINIVAN,3.9,6,A4,X,14.7,10.1,12.6,22,290
CHRYSLER,300,FULL-SIZE,3.5,6,A4,X,13.7,9.6,11.9,24,274
CHRYSLER,300 AWD,FULL-SIZE,3.5,6,AS5,X,14.2,10.2,12.4,23,285
CHRYSLER,300C (MDS),FULL-SIZE,5.7,8,AS5,X,15.1,9.5,12.6,22,290
CHRYSLER,300C AWD (MDS),FULL-SIZE,5.7,8,AS5,X,15,10.3,12.9,22,297
CHRYSLER,300C SRT8,FULL-SIZE,6.1,8,AS5,Z,17.8,12.5,15.4,18,354
CHRYSLER,ASPEN 4X4 (MDS),SUV,5.7,8,A5,X,17.4,12.5,15.2,19,350
CHRYSLER,ASPEN 4X4 HYBRID,SUV,5.7,8,A4,X,11.9,10.9,11.4,25,262
CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,12.5,9.6,11.2,25,258
CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.2,8.9,10.2,28,235
CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.4,4,A4,X,11.7,8.2,10.1,28,232
CHRYSLER,SEBRING CONVERTIBLE,COMPACT,3.5,6,AS6,X,14.5,8.8,11.9,24,274
CHRYSLER,SEBRING CONVERTIBLE FFV,COMPACT,2.7,6,A4,X,13.2,9,11.3,25,260
CHRYSLER,SEBRING CONVERTIBLE FFV,COMPACT,2.7,6,A4,E,18.2,12.2,15.5,18,248
CHRYSLER,SEBRING SEDAN,MID-SIZE,2.4,4,A4,X,11.1,7.9,9.6,29,221
CHRYSLER,SEBRING SEDAN,MID-SIZE,3.5,6,AS6,X,14.5,8.8,11.9,24,274
CHRYSLER,SEBRING SEDAN FFV,MID-SIZE,2.7,6,A4,X,12.2,8.6,10.6,27,244
CHRYSLER,SEBRING SEDAN FFV,MID-SIZE,2.7,6,A4,E,16.8,11.4,14.4,20,230
CHRYSLER,TOWN & COUNTRY,MINIVAN,4,6,A6,X,13.7,9.4,11.8,24,271
DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.1,7.9,9.6,29,221
DODGE,AVENGER,MID-SIZE,3.5,6,AS6,X,14.5,8.8,11.9,24,274
DODGE,AVENGER FFV,MID-SIZE,2.7,6,A4,X,12.2,8.6,10.6,27,244
DODGE,AVENGER FFV,MID-SIZE,2.7,6,A4,E,16.8,11.4,14.4,20,230
DODGE,CALIBER,MID-SIZE,1.8,4,M5,X,9.6,7.9,8.8,32,202
DODGE,CALIBER,MID-SIZE,2,4,AV,X,10.3,8.7,9.6,29,221
DODGE,CALIBER SRT4 #,MID-SIZE,2.4,4,M6,X,12.3,8.8,10.7,26,246
DODGE,CHALLENGER,FULL-SIZE,3.5,6,A4,X,13.7,9.6,11.9,24,274
DODGE,CHALLENGER,FULL-SIZE,5.7,8,M6,X,14.9,9.6,12.5,23,288
DODGE,CHALLENGER (MDS),FULL-SIZE,5.7,8,AS5,X,15.1,9.5,12.6,22,290
DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8,AS5,Z,17.8,12.5,15.4,18,354
DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8,M6,Z,17.3,10.9,14.4,20,331
DODGE,CHARGER,FULL-SIZE,2.7,6,A4,X,12.8,9.1,11.1,25,255
DODGE,CHARGER,FULL-SIZE,3.5,6,A4,X,13.7,9.6,11.9,24,274
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,AS5,X,15.1,9.5,12.6,22,290
DODGE,CHARGER AWD,FULL-SIZE,3.5,6,AS5,X,14.2,10.2,12.4,23,285
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,AS5,X,15,10.3,12.9,22,297
DODGE,CHARGER SRT8,FULL-SIZE,6.1,8,AS5,Z,17.8,12.5,15.4,18,354
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,A4,X,16.1,11.5,14,20,322
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,M6,X,15,11.5,13.4,21,308
DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,A4,X,17.3,13.3,15.5,18,357
DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,M6,X,16.2,12.5,14.5,19,334
DODGE,DAKOTA 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.3,12.7,15.2,19,350
DODGE,DAKOTA 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,23.2,17.3,20.5,14,328
DODGE,DAKOTA FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.3,12.7,15.2,19,350
DODGE,DAKOTA FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,23.2,17.3,20.5,14,328
DODGE,DURANGO 4X4 (MDS),SUV,5.7,8,A5,X,17.4,12.5,15.2,19,350
DODGE,DURANGO 4X4 FFV,SUV,4.7,8,A5,X,17.3,12.7,15.2,19,350
DODGE,DURANGO 4X4 FFV,SUV,4.7,8,A5,E,23.2,17.3,20.5,14,328
DODGE,GRAND CARAVAN,MINIVAN,4,6,A6,X,13.7,9.4,11.8,24,271
DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6,A4,X,13.8,9.8,12,24,276
DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6,A4,E,19.4,13.4,16.7,17,267
DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,X,14.2,9.9,12.3,23,283
DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,E,19.8,13.6,17,17,272
DODGE,JOURNEY,SUV,2.4,4,A4,X,12.5,9.4,11.1,25,255
DODGE,JOURNEY,SUV,3.5,6,AS6,X,15.1,10.2,12.9,22,297
DODGE,JOURNEY AWD,SUV,3.5,6,AS6,X,15.9,10.5,13.4,21,308
DODGE,NITRO,SUV,3.7,6,A4,X,14.8,10.7,13,22,299
DODGE,NITRO 4X4,SUV,3.7,6,A4,X,15.6,11.4,13.7,21,315
DODGE,NITRO 4X4,SUV,4,6,A5,X,15.1,11.4,13.5,21,311
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,A4,X,16.5,11.8,14.4,20,331
DODGE,RAM 1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A5,X,17.1,12,14.8,19,340
DODGE,RAM 1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A5,X,18,12.7,15.6,18,359
DODGE,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.4,13.4,16.1,18,370
DODGE,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,24.9,19.2,22.3,13,357
DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.3,12.7,15.2,19,350
DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,23.4,17.5,20.7,14,331
DODGE,VIPER SRT10 CONVERTIBLE,TWO-SEATER,8.4,10,M6,Z,18.6,10.9,15.1,19,347
DODGE,VIPER SRT10 COUPE,TWO-SEATER,8.4,10,M6,Z,18.6,10.9,15.1,19,347
FERRARI,430 SCUDERI,TWO-SEATER,4.3,8,AS6,Z,21,14.5,18.1,16,416
FERRARI,430 SCUDERIA,TWO-SEATER,4.3,8,AS6,Z,21,14.5,18.1,16,416
FERRARI,599 GTB FIORANO,MID-SIZE,6,12,AS6,Z,22.1,15.4,19.1,15,439
FERRARI,599 GTB FIORANO,MID-SIZE,6,12,M6,Z,21.8,15.3,18.9,15,435
FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,AS6,Z,25,15,20.5,14,472
FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,M6,Z,24.5,15.2,20.3,14,467
FERRARI,F430 COUPE,TWO-SEATER,4.3,8,AS6,Z,21,14.5,18.1,16,416
FERRARI,F430 COUPE,TWO-SEATER,4.3,8,M6,Z,20.8,14.6,18,16,414
FERRARI,F430 SPIDER,TWO-SEATER,4.3,8,AS6,Z,21,14.5,18.1,16,416
FERRARI,F430 SPIDER,TWO-SEATER,4.3,8,M6,Z,20.8,14.6,18,16,414
FORD,CROWN VICTORIA FFV,FULL-SIZE,4.6,8,A4,X,15,10.2,12.8,22,294
FORD,CROWN VICTORIA FFV,FULL-SIZE,4.6,8,A4,E,20,13.6,17.1,17,274
FORD,EDGE,SUV,3.5,6,A6,X,14.4,9.9,12.4,23,285
FORD,EDGE AWD,SUV,3.5,6,A6,X,15.2,10.7,13.2,21,304
FORD,ESCAPE,SUV,2.5,4,A6,X,11.5,8.6,10.2,28,235
FORD,ESCAPE,SUV,2.5,4,M5,X,10.5,8.6,9.7,29,223
FORD,ESCAPE,SUV,3,6,A6,X,13,9.1,11.3,25,260
FORD,ESCAPE AWD,SUV,2.5,4,A6,X,12.3,9.4,11,26,253
FORD,ESCAPE AWD,SUV,3,6,A6,X,13.6,9.8,11.9,24,274
FORD,ESCAPE HYBRID,SUV,2.5,4,AV,X,6.9,7.6,7.3,39,168
FORD,ESCAPE HYBRID AWD,SUV,2.5,4,AV,X,8.2,8.8,8.5,33,196
FORD,EXPLORER 4X4,SUV,4,6,A5,X,18,12.9,15.7,18,361
FORD,EXPLORER 4X4,SUV,4.6,8,A6,X,17.2,12.2,15,19,345
FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4,6,A5,X,17.7,12.7,15.4,18,354
FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.1,11.5,14,20,322
FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,18,12.9,15.7,18,361
FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.6,8,A6,X,17.2,12.2,15,19,345
FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,16.4,12.5,14.6,19,336
FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.1,11.5,14,20,322
FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A6,X,17.3,12.7,15.2,19,350
FORD,F150 4X4 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,X,17.4,13.3,15.6,18,359
FORD,F150 4X4 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,E,23.8,18.2,21.3,13,341
FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,X,16.8,12.3,14.8,19,340
FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,E,22.9,16.9,20.2,14,323
FORD,F150 SFE,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16,11.3,13.9,20,320
FORD,FLEX,SUV,3.5,6,A6,X,14.4,9.9,12.4,23,285
FORD,FLEX AWD,SUV,3.5,6,A6,X,15.1,10.9,13.2,21,304
FORD,FOCUS,COMPACT,2,4,A4,X,9.8,7.2,8.6,33,198
FORD,FOCUS,COMPACT,2,4,M5,X,9.8,6.8,8.5,33,196
FORD,FUSION,MID-SIZE,2.3,4,A5,X,11.5,8.3,10.1,28,232
FORD,FUSION,MID-SIZE,2.3,4,M5,X,11.5,8.2,10,28,230
FORD,FUSION,MID-SIZE,3,6,A6,X,13.2,9.1,11.4,25,262
FORD,FUSION AWD,MID-SIZE,3,6,A6,X,13.9,9.5,11.9,24,274
FORD,GRAND MARQUIS FFV,FULL-SIZE,4.6,8,A4,X,15,10.2,12.8,22,294
FORD,GRAND MARQUIS FFV,FULL-SIZE,4.6,8,A4,E,20,13.6,17.1,17,274
FORD,MUSTANG,COMPACT,4,6,A5,X,14.6,10.1,12.5,23,288
FORD,MUSTANG,COMPACT,4,6,M5,X,14,9.3,11.9,24,274
FORD,MUSTANG,COMPACT,4.6,8,A5,X,15.5,11,13.5,21,311
FORD,MUSTANG,COMPACT,4.6,8,M5,X,15.4,10.3,13.1,22,301
FORD,MUSTANG,COMPACT,5.4,8,M6,Z,17.2,11.9,14.8,19,340
FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,A5,X,12,9.8,11,26,253
FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,M5,X,11.3,8.9,10.2,28,235
FORD,RANGER,PICKUP TRUCK - SMALL,4,6,A5,X,15,11.4,13.4,21,308
FORD,RANGER,PICKUP TRUCK - SMALL,4,6,M5,X,15.6,11.4,13.7,21,315
FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4,6,A5,X,16.9,13.3,15.3,18,352
FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4,6,M5,X,16,12.6,14.4,20,331
FORD,TAURUS,FULL-SIZE,3.5,6,A6,X,13.2,8.6,11.1,25,255
FORD,TAURUS AWD,FULL-SIZE,3.5,6,A6,X,14.3,9.8,12.3,23,283
FORD,TAURUS X,SUV,3.5,6,A6,X,14.4,9.9,12.4,23,285
FORD,TAURUS X AWD,SUV,3.5,6,A6,X,15.2,10.7,13.2,21,304
GMC,ACADIA,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283
GMC,ACADIA AWD,SUV,3.6,6,A6,X,14.7,10.4,12.8,22,294
GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,A4,X,13,9.9,11.6,24,267
GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.1,9.7,11.6,24,267
GMC,CANYON,PICKUP TRUCK - SMALL,3.7,5,A4,X,14,10.3,12.4,23,285
GMC,CANYON,PICKUP TRUCK - SMALL,5.3,8,A4,X,15.2,11.3,13.5,21,311
GMC,CANYON 4X4,PICKUP TRUCK - SMALL,2.9,4,A4,X,13.4,10.3,12,24,276
GMC,CANYON 4X4,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.5,10.1,12,24,276
GMC,CANYON 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.3,10.5,12.6,22,290
GMC,CANYON 4X4,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.5,12.5,14.7,19,338
GMC,CANYON CHASSIS CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.4,11.9,13.8,20,317
GMC,CANYON CHASSIS CAB 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,15,11.1,13.2,21,304
GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,A4,X,13,9.9,11.6,24,267
GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.1,9.7,11.6,24,267
GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.2,10.4,12.5,23,288
GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,5.3,8,A4,X,15.2,11.3,13.5,21,311
GMC,CANYON CREW CAB 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,15,11.1,13.2,21,304
GMC,CANYON CREW CAB 4X4,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.5,12.5,14.7,19,338
GMC,ENVOY 4X4,SUV,4.2,6,A4,X,16.9,11.9,14.7,19,338
GMC,ENVOY 4X4,SUV,5.3,8,A4,X,16.5,11.7,14.3,20,329
GMC,SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,15.7,11.8,14,20,322
GMC,SAVANA CARGO,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352
GMC,SAVANA CARGO AWD,VAN - CARGO,5.3,8,A4,X,17.3,13.8,15.8,18,363
GMC,SAVANA CARGO AWD FFV,VAN - CARGO,5.3,8,A4,X,17.3,13.8,15.8,18,363
GMC,SAVANA CARGO AWD FFV,VAN - CARGO,5.3,8,A4,E,23.5,19,21.5,13,344
GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8,A4,X,18,13.7,16.1,18,370
GMC,SAVANA CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380
GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380
GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,E,24.7,19.8,22.5,13,360
GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8,A4,X,18,13.7,16.1,18,370
GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8,A4,E,24.2,18.9,21.8,13,349
GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352
GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8,A4,E,23,18.1,20.8,14,333
GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
GMC,SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,24.7,19.8,22.5,13,360
GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,24.2,18.9,21.8,13,349
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.7,11.8,14,20,322
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.4,12.5,14.6,19,336
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,11.9,14.2,20,327
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.7,14.1,20,324
GMC,SIERRA,PICKUP TRUCK - STANDARD,6,8,A6,X,16.8,11.9,14.6,19,336
GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.6,13.3,15.1,19,347
GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13,15.3,18,352
GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.4,12.1,14.5,19,334
GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,11.9,14.4,20,331
GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,6,8,A6,X,17.4,12.1,15,19,345
